DATAFLOW,LAST UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2018,92.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2019,96.46,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2020,92.37,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2021,98.13,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2022,98.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2023,98.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2024,97.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Norway,2025,98.58,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2004,15.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2005,14.70,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2006,16.10,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2007,17.20,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2008,20.84,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2009,30.21,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2010,32.69,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2011,32.32,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2012,39.58,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2013,42.89,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2014,45.26,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2015,45.44,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2016,51.80,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2017,52.55,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2018,57.11,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2019,64.26,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2020,74.08,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2021,78.85,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2022,80.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2023,79.27,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2024,86.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Poland,2025,89.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2003,7.18,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2004,9.06,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2005,13.13,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2006,13.08,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2007,15.57,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2008,22.28,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2009,23.61,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2010,28.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2011,32.80,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2012,33.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2013,37.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2014,39.82,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2015,48.44,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2016,51.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2017,57.05,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2018,70.63,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2019,70.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2020,76.11,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2021,80.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2022,80.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2023,81.99,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2024,84.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Portugal,2025,84.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2006,5.37,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2007,9.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2008,11.82,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2009,16.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2010,18.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2011,19.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2012,29.32,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2013,32.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2014,36.45,b,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2015,45.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2016,47.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2017,52.84,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2018,59.19,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2019,64.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2020,67.64,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2021,72.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2022,76.75,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2023,80.81,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2024,87.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Romania,2025,90.18,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2015,28.03,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2017,32.92,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2018,50.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2019,56.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2020,53.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2021,57.64,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2022,57.22,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2024,74.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Serbia,2025,79.26,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2005,55.57,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2006,60.50,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2007,64.20,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2008,74.56,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2009,75.22,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2010,78.51,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2011,80.27,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2012,82.62,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2013,84.43,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2014,80.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2015,83.15,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2016,88.41,b,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2017,89.36,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2018,86.38,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2019,91.88,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2020,84.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2021,88.09,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2022,89.58,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2023,90.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2024,92.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Sweden,2025,94.30,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2004,13.34,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2005,,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2006,16.83,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2007,20.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2008,25.21,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2009,34.52,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2010,29.92,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2011,47.44,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2012,38.34,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2013,53.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2014,49.71,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2015,46.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2016,53.18,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2017,56.32,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2018,67.28,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2019,77.24,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2020,79.34,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2021,84.62,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2022,82.71,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2023,87.99,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2024,87.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovenia,2025,84.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2004,13.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2005,12.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2006,11.30,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2007,24.32,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2008,31.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2009,33.79,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2010,39.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2011,39.96,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2012,47.66,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2013,49.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2014,47.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2015,50.36,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2016,54.22,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2017,54.43,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2018,54.68,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2019,50.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2020,75.43,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2021,77.22,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2022,76.70,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2023,74.66,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2024,78.92,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Slovakia,2025,83.88,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2004,3.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2007,10.75,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2008,15.26,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2009,15.21,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2010,20.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2012,30.81,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2013,29.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2020,76.87,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2022,84.55,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2023,87.77,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2024,90.39,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Türkiye,2025,89.71,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2002,32.01,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2003,35.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2004,35.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2005,36.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2006,41.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2007,47.50,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2008,49.22,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2009,54.18,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2010,60.07,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2011,63.80,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2012,68.31,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2013,87.69,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2014,74.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2015,76.03,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2016,81.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2017,84.76,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2018,85.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2019,89.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,United Kingdom,2020,92.87,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Kosovo*,2017,73.41,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Kosovo*,2018,65.40,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Kosovo*,2019,72.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Kosovo*,2020,76.26,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person,Kosovo*,2024,89.05,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2018,74.33,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2019,82.44,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2020,86.58,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2021,80.50,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2022,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2023,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Albania,2024,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2002,33.12,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2003,32.42,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2004,50.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2005,49.39,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2006,48.13,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2007,,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2008,72.42,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2009,83.68,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2010,84.31,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2011,90.39,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2012,96.39,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2013,96.85,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2014,95.46,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2015,97.37,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2016,97.28,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2017,97.58,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2018,99.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2019,98.74,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2020,98.70,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2021,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2022,99.53,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2023,97.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2024,98.32,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Single person with dependent children,Austria,2025,100.00,,
